"Identifier","Akt","mTOR","Akt_0.7_0.6","mTOR_0.7_0.6","Akt_0.7_0.7","mTOR_0.7_0.7","Akt_0.7_0.8","mTOR_0.7_0.8","Akt_0.7_0.9","mTOR_0.7_0.9","Akt_0.7_1","mTOR_0.7_1","Akt_0.8_0.6","mTOR_0.8_0.6","Akt_0.8_0.7","mTOR_0.8_0.7","Akt_0.8_0.8","mTOR_0.8_0.8","Akt_0.8_0.9","mTOR_0.8_0.9","Akt_0.8_1","mTOR_0.8_1","Akt_0.9_0.6","mTOR_0.9_0.6","Akt_0.9_0.7","mTOR_0.9_0.7","Akt_0.9_0.8","mTOR_0.9_0.8","Akt_0.9_0.9","mTOR_0.9_0.9","Akt_0.9_1","mTOR_0.9_1","Akt_0.95_0.6","mTOR_0.95_0.6","Akt_0.95_0.7","mTOR_0.95_0.7","Akt_0.95_0.8","mTOR_0.95_0.8","Akt_0.95_0.9","mTOR_0.95_0.9","Akt_0.95_1","mTOR_0.95_1"
"8030462N17RIK;69;",NA,NA,0.155,0.208,0.1,0.308,0.013,0.217,0.156,0.286,0.019,0.188,0.081,0.171,0.268,0.146,0.074,0.322,0.136,0.251,0.073,0.417,0.054,0.368,0.218,0.153,0.009,0.263,0.077,0.107,0.016,0.158,0.036,0.225,0.038,0.125,0.019,0.186,0.01,0.76,0.056,0.256
"9830001H06RIK;1536;",NA,NA,0.02,0.236,0.003,0.056,0.001,0.029,0,0.033,0.009,0.067,0.009,0.08,0.006,0.078,0,0.094,0.009,0.105,0,0.03,0.011,0.085,0.005,0.083,0.011,0.077,0.004,0.043,0.002,0.154,0.009,0.316,0.005,0.269,0.002,0.162,0.002,0.088,0.006,0.09
"A170;24;",NA,NA,0.018,0.067,0.012,0.07,0.278,0.04,0.002,0.014,0.026,0.225,0.124,0.151,0.11,0.102,0.046,0.194,0.042,0.094,0.125,0.031,0.049,0.081,0.02,0.251,0.37,0.076,0.022,0.127,0.01,0.082,0.039,0.136,0.029,0.132,0.191,0.125,0.074,0.286,0.247,0.128
"A170;266;",NA,NA,0,0.218,0.001,0.135,0,0.055,0,0.121,0,0.064,0,0.511,0.004,0.349,0,0.36,0,0.359,0,0.486,0.01,0.233,0.001,0.579,0.01,0.333,0.01,0.22,0.002,0.545,0.049,0.627,0.048,0.363,0.039,0.291,0.075,0.113,0.013,0.272
"A170;269;",NA,NA,0.001,0.235,0,0.114,0,0.061,0,0.098,0.006,0.043,0,0.16,0.01,0.136,0.001,0.106,0.004,0.11,0,0.064,0.005,0.145,0.012,0.081,0.006,0.066,0.004,0.339,0,0.15,0.037,0.129,0.027,0.145,0.01,0.078,0.028,0.085,0.014,0.212
"A170;271;",NA,NA,0.022,0.279,0.04,0.215,0.003,0.26,0.015,0.222,0.008,0.104,0.012,0.394,0.004,0.287,0.004,0.365,0.009,0.202,0.019,0.459,0.005,0.228,0.001,0.66,0.007,0.322,0.008,0.149,0.005,0.596,0.023,0.633,0.033,0.288,0.006,0.315,0.006,0.241,0.02,0.383
"A170;272;",NA,NA,0.129,0.592,0.061,0.505,0.012,0.682,0.104,0.661,0.012,0.401,0.077,0.362,0.058,0.418,0.048,0.642,0.111,0.41,0.017,0.581,0.053,0.689,0.193,0.286,0.005,0.735,0.032,0.444,0.008,0.331,0.026,0.406,0.043,0.506,0.022,0.407,0.006,0.889,0.043,0.55
"A170;308;",NA,NA,0.001,0.17,0,0.09,0,0.09,0,0.058,0.003,0.012,0.012,0.047,0.011,0.017,0,0.048,0.023,0.058,0.004,0.033,0.007,0.084,0.005,0.033,0.012,0.089,0,0.029,0.009,0.032,0.003,0.099,0.004,0.135,0.003,0.113,0.002,0.094,0.001,0.04
"A170;334;",NA,NA,0.011,0.325,0.004,0.21,0.002,0.189,0.038,0.085,0.014,0.292,0.03,0.056,0.02,0.037,0.004,0.031,0.014,0.075,0.006,0.009,0.013,0.134,0.024,0.068,0.022,0.093,0.067,0.038,0.024,0.062,0.029,0.164,0.008,0.176,0.008,0.172,0.017,0.045,0.01,0.109
"A170;363;",NA,NA,0,0.087,0.001,0.108,0,0.058,0,0.101,0.001,0.026,0.005,0.087,0.005,0.105,0,0.064,0.006,0.073,0.002,0.019,0.008,0.09,0.005,0.038,0,0.233,0.001,0.194,0,0.029,0.003,0.207,0.007,0.127,0.005,0.084,0,0.047,0.001,0.101
"A170;367;",NA,NA,0,0.088,0,0.136,0,0.108,0,0.054,0.001,0.233,0.004,0.038,0.003,0.011,0,0.019,0.005,0.008,0,0.016,0.002,0.034,0.002,0.052,0,0.029,0,0.013,0,0.016,0.06,0.109,0.114,0.169,0.079,0.093,0.169,0.04,0.025,0.066
"A2LP;109;",NA,NA,0.121,0.383,0.046,0.392,0.01,0.553,0.105,0.252,0.02,0.313,0.073,0.403,0.199,0.339,0.073,0.593,0.143,0.481,0.051,0.634,0.049,0.631,0.211,0.355,0.018,0.75,0.063,0.188,0.018,0.334,0.014,0.419,0.015,0.493,0.03,0.458,0.008,0.934,0.043,0.436
"A2LP;27;",NA,NA,0.013,0.43,0.002,0.714,0,0.719,0,0.863,0.003,0.755,0.029,0.582,0.011,0.609,0.001,0.391,0.049,0.453,0.02,0.426,0.02,0.458,0.011,0.378,0.015,0.587,0.013,0.827,0.007,0.546,0.031,0.477,0.037,0.568,0.011,0.481,0.006,0.296,0.018,0.288
"A2LP;333;",NA,NA,0.005,0.115,0.01,0.044,0.012,0.027,0,0.016,0.004,0.121,0.007,0.077,0.028,0.056,0.003,0.161,0.007,0.084,0.007,0.021,0.002,0.079,0.013,0.196,0.03,0.09,0.002,0.025,0.005,0.039,0.008,0.095,0.013,0.129,0.005,0.051,0.005,0.266,0.012,0.092
"A2LP;337;",NA,NA,0.019,0.149,0.005,0.151,0.001,0.151,0,0.063,0.014,0.24,0.015,0.085,0.009,0.061,0,0.149,0.015,0.071,0,0.086,0.015,0.1,0.012,0.064,0.008,0.454,0.004,0.037,0.005,0.121,0.069,0.221,0.047,0.379,0.038,0.294,0.088,0.172,0.016,0.242
"A2LP;407;",NA,NA,0.006,0.069,0.002,0.124,0.001,0.27,0,0.083,0.008,0.209,0.004,0.056,0.003,0.059,0,0.121,0.002,0.083,0,0.096,0.002,0.235,0.003,0.109,0.009,0.456,0.002,0.123,0,0.077,0.01,0.183,0.01,0.34,0.008,0.253,0.002,0.122,0.001,0.154
"A2LP;447;",NA,NA,0.122,0.787,0.062,0.819,0.015,0.781,0.114,0.849,0.011,0.764,0.066,0.86,0.237,0.77,0.109,0.718,0.222,0.809,0.072,0.889,0.042,0.637,0.261,0.636,0.022,0.605,0.075,0.723,0.01,0.705,0.038,0.486,0.016,0.561,0.031,0.491,0.011,0.907,0.086,0.724
"A2LP;499;",NA,NA,0,0.428,0.006,0.126,0,0.124,0,0.182,0,0.179,0.006,0.19,0.006,0.229,0,0.466,0.009,0.238,0.001,0.097,0.007,0.164,0.003,0.125,0.004,0.465,0.003,0.353,0,0.275,0.014,0.219,0.012,0.21,0.006,0.228,0,0.203,0.001,0.213
"A2LP;591;",NA,NA,0.092,0.693,0.005,0.806,0.001,0.59,0.001,0.963,0.002,0.778,0.029,0.817,0.007,0.82,0.004,0.554,0.036,0.585,0.001,0.808,0.019,0.486,0.001,0.575,0.009,0.525,0.009,0.691,0.002,0.751,0.023,0.454,0.029,0.606,0.018,0.543,0.018,0.596,0.007,0.627
"A2LP;631;",NA,NA,0.016,0.618,0.044,0.709,0.012,0.74,0.267,0.92,0.002,0.839,0.079,0.633,0.024,0.589,0.041,0.328,0.037,0.263,0.013,0.467,0.021,0.326,0.012,0.546,0.048,0.438,0.212,0.683,0.021,0.603,0.17,0.345,0.015,0.632,0.076,0.527,0.021,0.212,0.038,0.603
"A2LP;677;",NA,NA,0.006,0.148,0.006,0.111,0.001,0.126,0,0.18,0.009,0.162,0.008,0.146,0.009,0.268,0,0.13,0.023,0.063,0.001,0.041,0.009,0.11,0.007,0.055,0.003,0.086,0.001,0.182,0.001,0.08,0.022,0.131,0.015,0.083,0.001,0.128,0.023,0.305,0.001,0.081
"A2LP;681;",NA,NA,0.127,0.939,0.097,0.967,0.018,0.954,0.223,0.702,0.019,0.864,0.1,0.887,0.328,0.85,0.115,0.857,0.284,0.784,0.077,0.851,0.058,0.798,0.274,0.806,0.022,0.644,0.085,0.858,0.017,0.755,0.096,0.569,0.123,0.558,0.133,0.771,0.189,0.838,0.1,0.729
"A2MR;4521;",NA,NA,0.005,0.031,0.002,0.089,0.001,0.027,0,0.034,0.009,0.018,0.001,0.046,0.01,0.02,0,0.033,0.002,0.031,0.003,0.006,0.003,0.047,0.004,0.009,0.008,0.019,0.001,0.035,0,0.017,0.076,0.034,0.05,0.056,0.038,0.031,0.087,0.005,0.013,0.028
"A2MR;4524;",NA,NA,0,0.061,0.003,0.019,0,0.08,0,0.042,0.005,0.057,0.007,0.037,0.008,0.025,0,0.045,0.014,0.07,0.003,0.014,0.017,0.065,0.007,0.109,0.006,0.093,0,0.072,0,0.257,0.023,0.129,0.008,0.181,0.007,0.159,0.004,0.191,0.002,0.163
"A2MR;4525;",NA,NA,0.001,0.327,0.001,0.201,0.001,0.247,0,0.214,0.01,0.114,0.004,0.604,0.001,0.391,0,0.59,0,0.435,0,0.543,0.008,0.215,0.003,0.548,0.006,0.429,0.001,0.225,0,0.613,0.027,0.578,0.006,0.309,0.009,0.274,0.024,0.231,0.014,0.364
"A430107O13RIK;561;",NA,NA,0.003,0.33,0.003,0.593,0.001,0.534,0,0.696,0.006,0.707,0.008,0.158,0.005,0.351,0,0.167,0.028,0.11,0.001,0.17,0.006,0.233,0.005,0.303,0.013,0.362,0,0.802,0,0.151,0.001,0.124,0.003,0.369,0.004,0.285,0.001,0.251,0.007,0.238
"A830080D01RIK;15;",NA,NA,0,0.279,0.014,0.043,0.017,0.064,0.013,0.059,0.01,0.222,0.015,0.156,0.01,0.117,0,0.301,0.022,0.206,0.007,0.052,0.005,0.077,0.008,0.242,0.007,0.084,0,0.063,0,0.153,0.002,0.182,0.004,0.205,0.004,0.107,0.002,0.289,0.001,0.147
"A830080D01RIK;17;",NA,NA,0.022,0.286,0.002,0.071,0.002,0.081,0.001,0.05,0.002,0.116,0.013,0.198,0.009,0.205,0,0.291,0.037,0.232,0.001,0.196,0.031,0.09,0,0.095,0.006,0.127,0.01,0.366,0.002,0.156,0.006,0.341,0.019,0.093,0.004,0.118,0,0.229,0.005,0.165
"AA881470;729;",NA,NA,0,0.237,0,0.113,0,0.211,0,0.338,0.003,0.105,0.004,0.194,0.004,0.135,0,0.188,0.004,0.123,0,0.192,0.005,0.246,0.003,0.241,0.002,0.066,0.001,0.074,0.001,0.099,0.002,0.172,0.006,0.202,0.007,0.112,0.003,0.08,0.002,0.104
"AA881470;730;",NA,NA,0.025,0.198,0.01,0.159,0.002,0.27,0,0.103,0.015,0.25,0.013,0.04,0.007,0.037,0,0.055,0.013,0.068,0.001,0.039,0.012,0.068,0.006,0.023,0.004,0.038,0.008,0.016,0.002,0.036,0.055,0.143,0.05,0.118,0.05,0.105,0.081,0.079,0.025,0.102
"AAAS;495;",NA,NA,0.005,0.371,0.004,0.662,0.001,0.7,0,0.669,0.01,0.791,0.016,0.502,0.011,0.508,0,0.178,0.03,0.153,0.004,0.303,0.007,0.182,0.006,0.327,0.009,0.302,0.002,0.634,0.008,0.438,0.003,0.189,0.013,0.521,0.01,0.362,0.007,0.118,0,0.303
"AAAT;28;",NA,NA,0,0.125,0.001,0.019,0,0.067,0,0.229,0,0.05,0.001,0.114,0.004,0.037,0,0.049,0.002,0.063,0.001,0.024,0.007,0.191,0.005,0.034,0.009,0.019,0,0.021,0,0.038,0.009,0.055,0.003,0.188,0.003,0.111,0.022,0.042,0,0.081
"AAAT;506;",NA,NA,0.003,0.335,0.002,0.164,0.001,0.245,0,0.409,0.012,0.061,0.005,0.152,0.01,0.109,0.001,0.086,0.004,0.064,0.002,0.183,0.009,0.222,0.01,0.063,0.016,0.347,0.001,0.047,0.001,0.091,0.013,0.087,0.015,0.167,0,0.096,0.001,0.098,0.002,0.074
"AAAT;518;",NA,NA,0.005,0.126,0.005,0.123,0.001,0.202,0,0.042,0.012,0.182,0.011,0.049,0.01,0.027,0,0.054,0.03,0.072,0.004,0.031,0.013,0.1,0.015,0.05,0.01,0.066,0.002,0.06,0.008,0.036,0.031,0.16,0.016,0.283,0.011,0.212,0.026,0.062,0.012,0.073
"AAAT;546;",NA,NA,0,0.401,0.004,0.215,0,0.157,0.018,0.292,0.001,0.469,0.009,0.139,0.006,0.187,0,0.145,0.012,0.144,0.002,0.056,0.021,0.214,0.01,0.107,0.009,0.139,0.073,0.379,0.011,0.113,0.036,0.219,0.02,0.131,0.003,0.12,0.029,0.101,0.005,0.205
"AAGAB;211;",NA,NA,0.064,0.826,0.003,0.872,0,0.631,0.003,0.951,0,0.545,0.02,0.853,0.014,0.794,0.005,0.63,0.032,0.57,0.005,0.677,0.01,0.613,0.017,0.745,0.016,0.251,0.005,0.791,0.006,0.768,0.005,0.535,0.015,0.719,0.016,0.858,0,0.666,0.006,0.69
"AAGAB;311;",NA,NA,0,0.231,0.004,0.016,0,0.1,0,0.248,0.005,0.099,0.008,0.099,0.006,0.034,0,0.039,0.015,0.053,0,0.016,0.003,0.142,0.002,0.05,0.008,0.014,0.001,0.027,0.001,0.027,0.024,0.083,0.009,0.053,0.013,0.013,0.023,0.021,0.013,0.066
"AAGAB;312;",NA,NA,0.008,0.245,0.005,0.207,0.002,0.251,0.112,0.23,0.013,0.288,0.036,0.079,0.017,0.039,0.004,0.05,0.023,0.076,0.015,0.016,0.026,0.084,0.021,0.014,0.027,0.22,0.078,0.02,0.021,0.079,0.094,0.07,0.042,0.073,0.021,0.043,0.02,0.039,0.021,0.065
"AAK1;20;",NA,NA,0,0.084,0.001,0.017,0,0.044,0,0.02,0,0.276,0.004,0.103,0.002,0.128,0,0.199,0.002,0.12,0,0.033,0.03,0.062,0.003,0.281,0.017,0.123,0.009,0.362,0.001,0.222,0.008,0.187,0.015,0.143,0,0.165,0,0.173,0,0.241
"AAK1;21;",NA,NA,0.003,0.141,0,0.116,0,0.162,0,0.273,0.001,0.048,0.003,0.153,0.003,0.046,0,0.088,0.004,0.039,0,0.04,0.002,0.147,0.007,0.118,0.004,0.043,0,0.093,0,0.049,0.001,0.111,0.002,0.171,0.003,0.149,0.003,0.078,0.002,0.057
"AAK1;604;",NA,NA,0.035,0.741,0.086,0.767,0.011,0.882,0.292,0.949,0.02,0.861,0.085,0.652,0.017,0.663,0.044,0.309,0.012,0.451,0.032,0.482,0.02,0.436,0.012,0.496,0.036,0.512,0.205,0.771,0.023,0.633,0.16,0.322,0.031,0.467,0.055,0.473,0.018,0.371,0.036,0.622
"AAK1;616;",NA,NA,0.107,0.466,0.02,0.367,0.01,0.07,0.106,0.229,0.009,0.144,0.025,0.605,0.065,0.69,0.056,0.671,0.131,0.431,0.05,0.735,0.039,0.599,0.202,0.704,0.022,0.508,0.027,0.248,0.004,0.659,0.025,0.773,0.009,0.506,0.028,0.387,0.031,0.867,0.041,0.412
"AAK1;618;",NA,NA,0.004,0.094,0.007,0.22,0.001,0.522,0,0.342,0.01,0.549,0.004,0.171,0.01,0.433,0,0.217,0.018,0.14,0.001,0.182,0.004,0.325,0.009,0.117,0.007,0.489,0.001,0.73,0.001,0.11,0.009,0.353,0.003,0.517,0.002,0.554,0.004,0.368,0.003,0.296
"AAK1;621;",NA,NA,0.003,0.197,0.001,0.158,0,0.176,0,0.394,0.001,0.03,0.002,0.135,0.007,0.093,0,0.057,0,0.061,0,0.109,0,0.186,0.001,0.041,0.001,0.046,0,0.024,0,0.061,0.024,0.113,0.002,0.084,0.01,0.037,0.018,0.029,0.008,0.061
"AAK1;622;",NA,NA,0.024,0.213,0.006,0.103,0.001,0.276,0.002,0.064,0.014,0.246,0.024,0.136,0.011,0.115,0,0.21,0.029,0.164,0,0.105,0.011,0.159,0.013,0.087,0.003,0.518,0.004,0.112,0.002,0.216,0.014,0.23,0.011,0.314,0.008,0.337,0.006,0.19,0.006,0.247
"AAK1;635;",NA,NA,0.443,0.154,0.426,0.166,0.792,0.085,0.043,0.064,0.298,0.274,0.358,0.036,0.186,0.022,0.569,0.028,0.244,0.036,0.517,0.013,0.558,0.059,0.35,0.065,0.62,0.092,0.519,0.033,0.765,0.059,0.206,0.249,0.503,0.243,0.491,0.136,0.776,0.05,0.364,0.056
"AAK1;650;",NA,NA,0.007,0.196,0.055,0.281,0.007,0.19,0.112,0.132,0.01,0.357,0.058,0.04,0.047,0.005,0.012,0.019,0.005,0.022,0.013,0.017,0.016,0.061,0.014,0.07,0.022,0.131,0.2,0.04,0.029,0.067,0.192,0.135,0.01,0.224,0.053,0.131,0.035,0.06,0.025,0.051
"AAK1;651;",NA,NA,0.011,0.183,0.075,0.461,0.015,0.413,0.317,0.176,0.017,0.343,0.089,0.03,0.036,0.024,0.039,0.049,0.005,0.051,0.017,0.053,0.019,0.074,0.014,0.044,0.023,0.168,0.294,0.034,0.036,0.092,0.219,0.105,0.001,0.128,0.073,0.085,0.022,0.4,0.02,0.08
"AAK1;668;",NA,NA,0.003,0.102,0.007,0.155,0,0.081,0,0.086,0,0.237,0.005,0.07,0.008,0.109,0,0.06,0.008,0.083,0,0.023,0.013,0.063,0.004,0.041,0.013,0.049,0,0.154,0,0.052,0.01,0.158,0.005,0.054,0.007,0.096,0,0.038,0,0.076
"AAK1;672;",NA,NA,0.221,0.298,0.107,0.482,0.018,0.492,0.69,0.161,0.042,0.489,0.298,0.123,0.055,0.224,0.089,0.282,0.099,0.313,0.081,0.144,0.209,0.217,0.027,0.116,0.101,0.41,0.312,0.449,0.124,0.099,0.454,0.232,0.057,0.47,0.147,0.297,0.025,0.591,0.158,0.29
"AAK1;674;",NA,NA,0.001,0.31,0.002,0.074,0,0.039,0,0.161,0.003,0.06,0.008,0.138,0.005,0.123,0,0.073,0.005,0.161,0,0.034,0.004,0.119,0.002,0.062,0.004,0.428,0,0.158,0.001,0.047,0.015,0.193,0.013,0.234,0.011,0.064,0.026,0.079,0.009,0.103
"AAK1;676;",NA,NA,0.022,0.493,0.007,0.55,0.002,0.532,0.001,0.901,0.002,0.775,0.011,0.63,0.007,0.587,0,0.294,0.037,0.517,0.001,0.457,0.015,0.275,0.001,0.509,0.002,0.495,0.009,0.831,0.002,0.566,0.014,0.56,0.005,0.581,0.003,0.716,0.001,0.226,0.005,0.333
"AAK1;844;",NA,NA,0.228,0.315,0.142,0.366,0.171,0.135,0.247,0.211,0.021,0.36,0.193,0.265,0.38,0.271,0.226,0.358,0.247,0.412,0.148,0.522,0.175,0.528,0.463,0.342,0.092,0.315,0.094,0.114,0.026,0.271,0.177,0.353,0.068,0.451,0.025,0.258,0.011,0.802,0.172,0.383
"AARS;399;",NA,NA,0.373,0.369,0.193,0.575,0.046,0.432,0.696,0.335,0.103,0.322,0.461,0.189,0.092,0.147,0.215,0.241,0.315,0.3,0.187,0.386,0.274,0.163,0.105,0.143,0.156,0.211,0.399,0.058,0.153,0.14,0.485,0.211,0.281,0.261,0.147,0.185,0.038,0.556,0.41,0.153
"AARSD1;409;",NA,NA,0,0.166,0.002,0.028,0,0.093,0,0.08,0.003,0.108,0.008,0.046,0.006,0.056,0,0.07,0.009,0.067,0.002,0.079,0.025,0.086,0.028,0.025,0.016,0.284,0.013,0.072,0.003,0.059,0.049,0.099,0.047,0.265,0.008,0.23,0.003,0.316,0.018,0.12
"AARSD1;88;",NA,NA,0.127,0.901,0.048,0.978,0.097,0.901,0.224,0.976,0.011,0.885,0.096,0.958,0.181,0.947,0.21,0.869,0.16,0.97,0.113,0.978,0.128,0.928,0.447,0.905,0.056,0.911,0.075,0.958,0.016,0.867,0.241,0.696,0.052,0.862,0.068,0.814,0.085,0.966,0.174,0.902
"AATF;283;",NA,NA,0.002,0.125,0.009,0.106,0.001,0.046,0,0.104,0.001,0.13,0.018,0.048,0.006,0.044,0.001,0.069,0.008,0.053,0.01,0.063,0.011,0.066,0.005,0.037,0.026,0.3,0.003,0.082,0.006,0.055,0.02,0.091,0.011,0.118,0.003,0.178,0,0.131,0.018,0.148
"AATF;287;",NA,NA,0.006,0.078,0.002,0.018,0.001,0.066,0,0.027,0.015,0.053,0.011,0.089,0.006,0.102,0,0.091,0.022,0.066,0,0.016,0.014,0.07,0.002,0.036,0.003,0.027,0,0.335,0,0.068,0.029,0.137,0.017,0.175,0.015,0.106,0.024,0.071,0.009,0.165
"AATF;288;",NA,NA,0.022,0.158,0.034,0.054,0.002,0.169,0,0.102,0.012,0.083,0.017,0.086,0.008,0.044,0,0.22,0.012,0.117,0,0.098,0.015,0.111,0.001,0.163,0.007,0.161,0.006,0.024,0.001,0.07,0.02,0.095,0.035,0.152,0.003,0.167,0.001,0.132,0.013,0.132
"AATYK2;1358;",NA,NA,0.12,0.481,0.027,0.514,0.006,0.338,0.109,0.56,0.003,0.17,0.051,0.562,0.124,0.509,0.052,0.473,0.063,0.401,0.044,0.718,0.035,0.596,0.178,0.74,0.014,0.455,0.064,0.216,0.003,0.716,0.069,0.749,0.074,0.481,0.067,0.386,0.108,0.851,0.047,0.555
"AATYK2;1359;",NA,NA,0.18,0.748,0.101,0.973,0.143,0.867,0.214,0.924,0.022,0.566,0.191,0.913,0.266,0.854,0.219,0.839,0.276,0.917,0.128,0.942,0.15,0.665,0.478,0.615,0.097,0.724,0.088,0.803,0.026,0.77,0.222,0.519,0.07,0.569,0.05,0.464,0.038,0.886,0.175,0.611
"ABC2;1327;",NA,NA,0.007,0.054,0.001,0.033,0.001,0.007,0,0.031,0.009,0.02,0.001,0.044,0.01,0.016,0,0.028,0.005,0.018,0.001,0.008,0.006,0.064,0.004,0.023,0.01,0.018,0.001,0.005,0,0.038,0.008,0.036,0.005,0.093,0,0.089,0,0.033,0,0.03
"ABC2;1331;",NA,NA,0,0.181,0.001,0.06,0.001,0.025,0,0.039,0.01,0.041,0.004,0.086,0.003,0.035,0,0.071,0.005,0.087,0.001,0.014,0.007,0.035,0.007,0.02,0.01,0.256,0,0.024,0,0.076,0.003,0.086,0.002,0.152,0.004,0.052,0.003,0.057,0.001,0.073
"ABCA1;1145;",NA,NA,0.523,0.436,0.368,0.722,0.215,0.487,0.972,0.62,0.111,0.638,0.611,0.457,0.521,0.436,0.426,0.499,0.504,0.456,0.374,0.527,0.437,0.602,0.592,0.438,0.221,0.456,0.525,0.137,0.182,0.417,0.752,0.329,0.435,0.374,0.286,0.268,0.215,0.838,0.592,0.389
"ABCA1;1296;",NA,NA,0,0.21,0.005,0.055,0,0.069,0,0.044,0,0.206,0.012,0.077,0.016,0.039,0,0.055,0.03,0.097,0.004,0.03,0.018,0.066,0.013,0.023,0.021,0.236,0.014,0.048,0.009,0.073,0.008,0.122,0.012,0.223,0.004,0.124,0.017,0.037,0.002,0.064
"ABCB7;743;",NA,NA,0.027,0.266,0.102,0.464,0.015,0.475,0.571,0.229,0.023,0.31,0.089,0.095,0.042,0.109,0.065,0.143,0.013,0.071,0.04,0.058,0.038,0.104,0.014,0.067,0.067,0.18,0.321,0.313,0.065,0.06,0.394,0.241,0.013,0.195,0.118,0.123,0.022,0.425,0.033,0.217
"ABCC1;284;",NA,NA,0,0.189,0.001,0.111,0,0.144,0,0.281,0,0.045,0.002,0.179,0.002,0.058,0,0.098,0.016,0.088,0,0.04,0.04,0.159,0.012,0.092,0.024,0.075,0.014,0.049,0.003,0.073,0.01,0.173,0.025,0.197,0.007,0.168,0.003,0.093,0.017,0.106
"ABCC1;289;",NA,NA,0,0.071,0.001,0.135,0,0.056,0,0.055,0,0.029,0,0.125,0.002,0.03,0,0.078,0.014,0.036,0,0.011,0.002,0.043,0.005,0.041,0.009,0.028,0,0.036,0,0.013,0.071,0.048,0.087,0.083,0.078,0.021,0.115,0.041,0.016,0.057
"ABCC1;290;",NA,NA,0.005,0.096,0.001,0.096,0.001,0.099,0,0.074,0.01,0.065,0.002,0.108,0.006,0.194,0,0.123,0.025,0.048,0.003,0.049,0.011,0.077,0.009,0.078,0.013,0.083,0,0.033,0,0.109,0.01,0.108,0.009,0.217,0.006,0.157,0.005,0.097,0.007,0.063
"ABCC1;878;",NA,NA,0.003,0.111,0.001,0.032,0,0.09,0,0.092,0.003,0.251,0.004,0.048,0.008,0.015,0,0.02,0.002,0.01,0,0.004,0.002,0.087,0.004,0.042,0.002,0.062,0.002,0.034,0.002,0.006,0.068,0.119,0.058,0.147,0.056,0.058,0.105,0.073,0.014,0.072
"ABCC1;882;",NA,NA,0,0.086,0.004,0.111,0,0.075,0,0.009,0,0.157,0.005,0.014,0,0.016,0,0.009,0.001,0.039,0,0.001,0,0.027,0.003,0.017,0.003,0.013,0,0.007,0,0.003,0.006,0.022,0.002,0.054,0.005,0.03,0,0.034,0.001,0.045
"ABCC1;915;",NA,NA,0.001,0.114,0.001,0.149,0,0.094,0,0.217,0.008,0.03,0.004,0.527,0.007,0.269,0.001,0.402,0.005,0.361,0,0.483,0.003,0.459,0.014,0.639,0.006,0.384,0,0.327,0,0.586,0.005,0.661,0.005,0.41,0.005,0.475,0,0.144,0.001,0.324
"ABCC1;918;",NA,NA,0.005,0.152,0,0.11,0.001,0.024,0.001,0.155,0,0.05,0.009,0.096,0.006,0.081,0,0.081,0.005,0.141,0,0.085,0.004,0.1,0.002,0.065,0,0.392,0.005,0.03,0,0.051,0.009,0.152,0.004,0.085,0.001,0.202,0.002,0.097,0,0.072
"ABCC1;926;",NA,NA,0.001,0.155,0.003,0.083,0.001,0.016,0,0.12,0.01,0.172,0.002,0.051,0.005,0.007,0,0.02,0.003,0.023,0.001,0.016,0.012,0.102,0.007,0.08,0.011,0.059,0,0.023,0,0.036,0.024,0.02,0.009,0.124,0.014,0.131,0.027,0.057,0.009,0.027
"ABCC1;927;",NA,NA,0.004,0.263,0.002,0.074,0.001,0.113,0,0.21,0.011,0.117,0.002,0.095,0.005,0.043,0,0.112,0.028,0.06,0.001,0.022,0.009,0.3,0.009,0.188,0.011,0.409,0.002,0.046,0.001,0.209,0.016,0.151,0.017,0.241,0.003,0.248,0.004,0.253,0.006,0.319
"ABCC4;642;",NA,NA,0.003,0.104,0,0.11,0,0.143,0,0.081,0.008,0.072,0.009,0.049,0.015,0.033,0.001,0.041,0.01,0.019,0,0.014,0.005,0.099,0.014,0.025,0.007,0.062,0,0.03,0,0.025,0.013,0.141,0.011,0.182,0.004,0.124,0.001,0.046,0.002,0.119
"ABCC4;646;",NA,NA,0.001,0.405,0.005,0.347,0,0.383,0,0.277,0.001,0.447,0.003,0.359,0.005,0.465,0,0.399,0.006,0.395,0,0.184,0.001,0.197,0.007,0.216,0.003,0.36,0.002,0.358,0,0.286,0.005,0.208,0.004,0.577,0.008,0.266,0.007,0.175,0,0.247
"ABCC4;668;",NA,NA,0.001,0.111,0,0.099,0,0.054,0,0.027,0.009,0.048,0.005,0.049,0.002,0.028,0,0.03,0.002,0.054,0,0.008,0.005,0.036,0.001,0.057,0.004,0.061,0.001,0.021,0,0.129,0.067,0.17,0.114,0.179,0.103,0.09,0.177,0.046,0.034,0.086
"ABCC5;41;",NA,NA,0,0.093,0,0.082,0,0.086,0,0.082,0,0.024,0.001,0.079,0.002,0.101,0,0.064,0.002,0.079,0,0.019,0.01,0.12,0,0.056,0.002,0.076,0.004,0.356,0.001,0.092,0.061,0.21,0.054,0.162,0.037,0.099,0.037,0.042,0.014,0.209
"ABCC5;43;",NA,NA,0.385,0.17,0.404,0.036,0.792,0.069,0.003,0.073,0.248,0.114,0.357,0.061,0.119,0.074,0.57,0.08,0.167,0.062,0.519,0.069,0.534,0.099,0.319,0.026,0.458,0.043,0.437,0.035,0.718,0.051,0.185,0.161,0.501,0.23,0.418,0.095,0.761,0.073,0.343,0.102
